Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered
North Carolina,US,3/28/2020 23:05,1,0,0
Montana,US,3/28/2020 23:05,0,0,0
Wyoming,US,3/28/2020 23:05,1,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,1,0,0
Indiana,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Maryland,US,3/28/2020 23:05,2,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Alabama,US,3/28/2020 23:05,4,0,0
Mississippi,US,3/28/2020 23:05,2,0,0
Alabama,US,3/28/2020 23:05,5,0,0
Iowa,US,3/28/2020 23:05,8,0,0
Missouri,US,3/28/2020 23:05,2,0,0
Louisiana,US,3/28/2020 23:05,10,0,0
New Mexico,US,3/28/2020 23:05,8,0,0
Texas,US,3/28/2020 23:05,128,1,0
Mississippi,US,3/28/2020 23:05,8,0,0
Georgia,US,3/28/2020 23:05,2,0,0
Florida,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,1,0,0
Iowa,US,3/28/2020 23:05,1,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,3,0,0
West Virginia,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,3,0,0
Virginia,US,3/28/2020 23:05,0,0,0
California,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,7,1,0
Louisiana,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,26,1,0
Georgia,US,3/28/2020 23:05,6,2,0
Texas,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,4,0,0
Idaho,US,3/28/2020 23:05,2,0,0
Montana,US,3/28/2020 23:05,0,0,0
Wyoming,US,3/28/2020 23:05,13,0,0
Missouri,US,3/28/2020 23:05,1,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,6,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Washington,US,3/28/2020 23:05,27,0,0
Georgia,US,3/28/2020 23:05,13,0,0
Oregon,US,3/28/2020 23:05,1,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
New York,US,3/28/2020 23:05,6,0,0
Pennsylvania,US,3/28/2020 23:05,1,0,0
Mississippi,US,3/28/2020 23:05,18,2,0
Indiana,US,3/28/2020 23:05,11,1,0
Indiana,US,3/28/2020 23:05,2,0,0
Tennessee,US,3/28/2020 23:05,11,0,0
Mississippi,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,1,0,0
Connecticut,US,3/28/2020 23:05,37,4,0
Texas,US,3/28/2020 23:05,3,0,0
New York,US,3/28/2020 23:05,48,0,0
Utah,US,3/28/2020 23:05,8,0,0
Montana,US,3/28/2020 23:05,5,0,0
Georgia,US,3/28/2020 23:05,1,0,0
New Mexico,US,3/28/2020 23:05,0,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,3,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,179,1,0
Montana,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
California,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,9,1,0
Tennessee,US,3/28/2020 23:05,1,0,0
Ohio,US,3/28/2020 23:05,27,2,0
West Virginia,US,3/28/2020 23:05,2,0,0
California,US,3/28/2020 23:05,24,0,0
Oklahoma,US,3/28/2020 23:05,57,3,0
Mississippi,US,3/28/2020 23:05,6,1,0
California,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,2,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Alabama,US,3/28/2020 23:05,22,0,0
Ohio,US,3/28/2020 23:05,5,0,0
Michigan,US,3/28/2020 23:05,4,1,0
Georgia,US,3/28/2020 23:05,2,0,0
Idaho,US,3/28/2020 23:05,2,0,0
Texas,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,0,0,0
Wyoming,US,3/28/2020 23:05,0,0,0
Utah,US,3/28/2020 23:05,0,0,0
New York,US,3/28/2020 23:05,133,0,0
Oregon,US,3/28/2020 23:05,4,0,0
Alaska,US,3/28/2020 23:05,0,1,0
Arizona,US,3/28/2020 23:05,0,4,0
Arkansas,US,3/28/2020 23:05,32,4,0
Colorado,US,3/28/2020 23:05,136,1,0
Florida,US,3/28/2020 23:05,0,8,0
Georgia,US,3/28/2020 23:05,230,2,0
Hawaii,US,3/28/2020 23:05,4,0,0
Illinois,US,3/28/2020 23:05,8,0,0
Kentucky,US,3/28/2020 23:05,150,0,0
Louisiana,US,3/28/2020 23:05,9,1,0
Maine,US,3/28/2020 23:05,3,0,0
Maryland,US,3/28/2020 23:05,0,1,0
Massachusetts,US,3/28/2020 23:05,356,9,0
Michigan,US,3/28/2020 23:05,47,0,0
Nevada,US,3/28/2020 23:05,93,0,0
New Jersey,US,3/28/2020 23:05,2478,86,0
New York,US,3/28/2020 23:05,0,109,0
Rhode Island,US,3/28/2020 23:05,107,2,0
Tennessee,US,3/28/2020 23:05,161,4,0
Vermont,US,3/28/2020 23:05,7,7,0
Washington,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,1,0,0
Arkansas,US,3/28/2020 23:05,5,0,0
Florida,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,0,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,7,0,0
Mississippi,US,3/28/2020 23:05,3,0,0
New Jersey,US,3/28/2020 23:05,742,0,0
New Mexico,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,34,0,0
Ohio,US,3/28/2020 23:05,3,0,0
Oregon,US,3/28/2020 23:05,1,0,0
Pennsylvania,US,3/28/2020 23:05,0,0,0
South Carolina,US,3/28/2020 23:05,1,0,0
South Dakota,US,3/28/2020 23:05,1,0,0
Tennessee,US,3/28/2020 23:05,1,0,0
Texas,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,4,0,0
Texas,US,3/28/2020 23:05,0,0,0
Utah,US,3/28/2020 23:05,30,0,0
Texas,US,3/28/2020 23:05,1,0,0
Texas,US,3/28/2020 23:05,5,0,0
Alaska,US,3/28/2020 23:05,0,0,0
New Mexico,US,3/28/2020 23:05,1,0,0
Idaho,US,3/28/2020 23:05,1,0,0
Montana,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Arkansas,US,3/28/2020 23:05,17,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Michigan,US,3/28/2020 23:05,4,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Ohio,US,3/28/2020 23:05,1,0,0
Texas,US,3/28/2020 23:05,1,0,0
North Carolina,US,3/28/2020 23:05,2,0,0
Indiana,US,3/28/2020 23:05,10,0,0
Pennsylvania,US,3/28/2020 23:05,0,0,0
California,US,3/28/2020 23:05,83,3,0
Illinois,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,3,1,0
Indiana,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,2,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,3,0,0
Indiana,US,3/28/2020 23:05,4,1,0
Wisconsin,US,3/28/2020 23:05,2,0,0
Ohio,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,35,1,0
Florida,US,3/28/2020 23:05,44,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,1,0,0
Minnesota,US,3/28/2020 23:05,4,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Oklahoma,US,3/28/2020 23:05,8,1,0
Washington,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,123,0,0
Florida,US,3/28/2020 23:05,0,0,0
Maine,US,3/28/2020 23:05,2,0,0
Alabama,US,3/28/2020 23:05,28,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,3,0,0
Washington,US,3/28/2020 23:05,4,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Oregon,US,3/28/2020 23:05,0,0,0
North Dakota,US,3/28/2020 23:05,1,0,0
Mississippi,US,3/28/2020 23:05,5,0,0
Florida,US,3/28/2020 23:05,15,0,0
Georgia,US,3/28/2020 23:05,2,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,6,0,0
Iowa,US,3/28/2020 23:05,1,0,0
North Dakota,US,3/28/2020 23:05,7,0,0
Texas,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,2,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,1,0,0
Iowa,US,3/28/2020 23:05,1,0,0
Kentucky,US,3/28/2020 23:05,5,0,0
Mississippi,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,0,0,0
New Jersey,US,3/28/2020 23:05,51,0,0
New York,US,3/28/2020 23:05,13,0,0
North Carolina,US,3/28/2020 23:05,0,0,0
Ohio,US,3/28/2020 23:05,16,0,0
Pennsylvania,US,3/28/2020 23:05,1,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,2,0,0
Indiana,US,3/28/2020 23:05,6,0,0
Utah,US,3/28/2020 23:05,36,0,0
Oregon,US,3/28/2020 23:05,2,0,0
Minnesota,US,3/28/2020 23:05,3,0,0
Wyoming,US,3/28/2020 23:05,1,0,0
Wisconsin,US,3/28/2020 23:05,0,0,0
Alabama,US,3/28/2020 23:05,2,0,0
Arkansas,US,3/28/2020 23:05,14,0,0
Colorado,US,3/28/2020 23:05,1,0,0
Florida,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,2,0,0
Idaho,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,1,0,0
Indiana,US,3/28/2020 23:05,4,0,0
Iowa,US,3/28/2020 23:05,11,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,10,1,0
Maine,US,3/28/2020 23:05,0,0,0
Maryland,US,3/28/2020 23:05,6,0,0
Minnesota,US,3/28/2020 23:05,25,0,0
Mississippi,US,3/28/2020 23:05,13,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,5,0,0
New York,US,3/28/2020 23:05,9,0,0
North Carolina,US,3/28/2020 23:05,0,0,0
Ohio,US,3/28/2020 23:05,2,0,0
Oklahoma,US,3/28/2020 23:05,14,0,0
Oregon,US,3/28/2020 23:05,140,3,0
Pennsylvania,US,3/28/2020 23:05,23,0,0
Rhode Island,US,3/28/2020 23:05,14,0,0
Tennessee,US,3/28/2020 23:05,14,0,0
Texas,US,3/28/2020 23:05,6,0,0
Utah,US,3/28/2020 23:05,13,0,0
Vermont,US,3/28/2020 23:05,10,0,0
Virginia,US,3/28/2020 23:05,1,0,0
Wisconsin,US,3/28/2020 23:05,31,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Nevada,US,3/28/2020 23:05,75,0,0
Michigan,US,3/28/2020 23:05,185,3,0
North Carolina,US,3/28/2020 23:05,5,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,72,0,0
Wisconsin,US,3/28/2020 23:05,1,1,0
Wisconsin,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,1,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Michigan,US,3/28/2020 23:05,2316,46,0
Mississippi,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
New York,US,3/28/2020 23:05,12,0,0
North Carolina,US,3/28/2020 23:05,3,0,0
Ohio,US,3/28/2020 23:05,4,0,0
Pennsylvania,US,3/28/2020 23:05,6,0,0
Tennessee,US,3/28/2020 23:05,0,0,0
Utah,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,0,0,0
Tennessee,US,3/28/2020 23:05,1,0,0
Texas,US,3/28/2020 23:05,25,0,0
Utah,US,3/28/2020 23:05,29,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Iowa,US,3/28/2020 23:05,1,0,0
Kentucky,US,3/28/2020 23:05,1,0,0
Louisiana,US,3/28/2020 23:05,9,1,0
Mississippi,US,3/28/2020 23:05,3,1,0
Missouri,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,0,0,0
Colorado,US,3/28/2020 23:05,129,6,0
Indiana,US,3/28/2020 23:05,1,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,12,1,0
Louisiana,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,4,0,0
New York,US,3/28/2020 23:05,7875,10,0
Pennsylvania,US,3/28/2020 23:05,41,0,0
Virginia,US,3/28/2020 23:05,0,0,0
Wyoming,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,0,0,0
Michigan,US,3/28/2020 23:05,1,0,0
Texas,US,3/28/2020 23:05,3,0,0
Washington,US,3/28/2020 23:05,102,4,0
Montana,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Oregon,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Arkansas,US,3/28/2020 23:05,6,0,0
Georgia,US,3/28/2020 23:05,1,0,0
Illinois,US,3/28/2020 23:05,0,0,0
Indiana,US,3/28/2020 23:05,1,0,0
Tennessee,US,3/28/2020 23:05,1,0,0
Nevada,US,3/28/2020 23:05,0,0,0
Illinois,US,3/28/2020 23:05,2,0,0
Georgia,US,3/28/2020 23:05,6,0,0
Indiana,US,3/28/2020 23:05,1,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Washington,US,3/28/2020 23:05,6,0,0
Montana,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,23,0,0
Maryland,US,3/28/2020 23:05,6,0,0
Texas,US,3/28/2020 23:05,0,0,0
Alabama,US,3/28/2020 23:05,2,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Georgia,US,3/28/2020 23:05,1,0,0
North Carolina,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,1,0,0
Georgia,US,3/28/2020 23:05,0,0,0
Mississippi,US,3/28/2020 23:05,11,1,0
Illinois,US,3/28/2020 23:05,127,4,0
Texas,US,3/28/2020 23:05,1,0,0
North Dakota,US,3/28/2020 23:05,0,0,0
Ohio,US,3/28/2020 23:05,0,0,0
South Carolina,US,3/28/2020 23:05,2,0,0
Virginia,US,3/28/2020 23:05,6,1,0
Illinois,US,3/28/2020 23:05,1,0,0
Tennessee,US,3/28/2020 23:05,95,0,0
Texas,US,3/28/2020 23:05,34,0,0
Kansas,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,7,0,0
Tennessee,US,3/28/2020 23:05,20,0,0
Texas,US,3/28/2020 23:05,2,0,0
Virginia,US,3/28/2020 23:05,0,0,0
Connecticut,US,3/28/2020 23:05,3,0,0
Vermont,US,3/28/2020 23:05,9,0,0
Vermont,US,3/28/2020 23:05,18,1,0
Texas,US,3/28/2020 23:05,0,0,0
Louisiana,US,3/28/2020 23:05,1,0,0
Illinois,US,3/28/2020 23:05,9,0,0
Iowa,US,3/28/2020 23:05,0,0,0
Wisconsin,US,3/28/2020 23:05,7,0,0
Iowa,US,3/28/2020 23:05,2,0,0
Minnesota,US,3/28/2020 23:05,4,0,0
Alabama,US,3/28/2020 23:05,2,0,0
Mississippi,US,3/28/2020 23:05,4,0,0
West Virginia,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,0,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Ohio,US,3/28/2020 23:05,10,0,0
Texas,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,2,0,0
Wisconsin,US,3/28/2020 23:05,2,0,0
Iowa,US,3/28/2020 23:05,3,0,0
Illinois,US,3/28/2020 23:05,3,0,0
Kentucky,US,3/28/2020 23:05,0,0,0
Arkansas,US,3/28/2020 23:05,1,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Kansas,US,3/28/2020 23:05,1,0,0
Oklahoma,US,3/28/2020 23:05,0,0,0
Maryland,US,3/28/2020 23:05,2,0,0
Massachusetts,US,3/28/2020 23:05,291,5,0
Georgia,US,3/28/2020 23:05,8,1,0
Iowa,US,3/28/2020 23:05,0,0,0
Missouri,US,3/28/2020 23:05,0,0,0
Alaska,US,3/28/2020 23:05,0,0,0
Iowa,US,3/28/2020 23:05,1,0,0
Minnesota,US,3/28/2020 23:05,5,0,0
Missouri,US,3/28/2020 23:05,1,0,0
Ohio,US,3/28/2020 23:05,1,0,0
Kansas,US,3/28/2020 23:05,53,3,0
New York,US,3/28/2020 23:05,7,1,0
Pennsylvania,US,3/28/2020 23:05,0,0,0
West Virginia,US,3/28/2020 23:05,0,0,0
Virginia,US,3/28/2020 23:05,0,0,0
North Carolina,US,3/28/2020 23:05,1,0,0
Washington,US,3/28/2020 23:05,82,2,0
Alaska,US,3/28/2020 23:05,0,0,0
Mississippi,US,3/28/2020 23:05,3,0,0
Oregon,US,3/28/2020 23:05,13,1,0
North Carolina,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,1,0,0
New York,US,3/28/2020 23:05,0,0,0
Arizona,US,3/28/2020 23:05,13,0,0
Mississippi,US,3/28/2020 23:05,4,0,0
Arkansas,US,3/28/2020 23:05,0,0,0
Minnesota,US,3/28/2020 23:05,0,0,0
Montana,US,3/28/2020 23:05,23,0,0
Texas,US,3/28/2020 23:05,0,0,0
California,US,3/28/2020 23:05,16,1,0
Maine,US,3/28/2020 23:05,38,0,0
Nebraska,US,3/28/2020 23:05,0,0,0
Pennsylvania,US,3/28/2020 23:05,37,0,0
South Carolina,US,3/28/2020 23:05,31,0,0
Virginia,US,3/28/2020 23:05,9,1,0
Texas,US,3/28/2020 23:05,1,0,0
California,US,3/28/2020 23:05,3,0,0
Alaska,US,3/28/2020 23:05,0,0,0
Arizona,US,3/28/2020 23:05,4,0,0
Colorado,US,3/28/2020 23:05,2,0,0
Texas,US,3/28/2020 23:05,0,0,0
Texas,US,3/28/2020 23:05,0,0,0
South Dakota,US,3/28/2020 23:05,0,0,0
American Samoa,US,3/28/2020 23:05,0,0,0
Diamond Princess,US,3/28/2020 23:05,49,0,0
Grand Princess,US,3/28/2020 23:05,103,3,0
Guam,US,3/28/2020 23:05,55,1,0
Northern Mariana Islands,US,3/28/2020 23:05,0,0,0
Puerto Rico,US,3/28/2020 23:05,100,3,0
Recovered,US,3/28/2020 23:05,0,0,1072
Virgin Islands,US,3/28/2020 23:05,22,0,0
,VA,3/28/2020 23:05,6,0,0
,VE,3/28/2020 23:05,119,2,39
,VN,3/28/2020 23:05,174,0,21
,ZM,3/28/2020 23:05,28,0,0
,ZW,3/28/2020 23:05,7,1,0
